,tipo,acurácia,precisão,recall,f1score
0,RF,0.8461538461538461,0.8461538461538461,0.8461538461538461,0.8461538461538461
1,DT,0.7692307692307693,0.7757575757575758,0.7692307692307692,0.7678571428571428
2,SVM,0.8846153846153846,0.8869047619047619,0.8846153846153846,0.8844444444444444
3,RL,0.8461538461538461,0.8461538461538461,0.8461538461538461,0.8461538461538461
4,NB,0.6538461538461539,0.6625,0.6538461538461539,0.6491754122938531
