,tipo,acurácia,precisão,recall,f1score
0,RF,0.8846153846153846,0.8869047619047619,0.8846153846153846,0.8844444444444444
1,DT,0.8076923076923077,0.8095238095238095,0.8076923076923077,0.8074074074074074
2,SVM,0.8846153846153846,0.8869047619047619,0.8846153846153846,0.8844444444444444
3,RL,0.8461538461538461,0.8461538461538461,0.8461538461538461,0.8461538461538461
4,NB,0.6538461538461539,0.6625,0.6538461538461539,0.6491754122938531
